Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1548.349968560951
FDW14,OUT017,1412.472196880584
NCN55,OUT010,582.5623332223836
FDQ58,OUT017,2525.205648522062
FDY38,OUT027,5899.662231631685
FDH56,OUT046,1876.7630357986213
FDL48,OUT018,602.4920198596119
FDC48,OUT027,2245.2041667039975
FDN33,OUT045,1547.0982516194733
FDA36,OUT017,3191.216871316576
FDT44,OUT017,1917.5839279877584
FDQ56,OUT045,1339.0437991322183
NCC54,OUT019,582.5623332223836
FDU11,OUT049,2060.617459552249
DRL59,OUT013,839.9551528586394
FDM24,OUT049,2491.1136308664622
FDI57,OUT045,3077.087361612525
DRC12,OUT018,2844.4327445137433
NCM42,OUT027,2682.2344031827456
FDA46,OUT010,528.7480542117154
FDA31,OUT013,2830.2208045226344
NCJ31,OUT035,3844.7062883914928
FDG52,OUT046,772.0857191011683
NCL19,OUT019,426.1820722461374
FDS10,OUT035,3005.366230499977
FDX22,OUT010,615.6597824053054
NCF19,OUT035,846.7771573385484
NCE06,OUT046,2600.088519092129
DRC27,OUT046,3914.387769720861
FDE21,OUT035,1996.2179224276936
NCR42,OUT019,-6.567282211296938
FDX51,OUT018,2864.3636855724044
NCR06,OUT018,485.53766797505483
FDU31,OUT027,5598.179810483277
FDU59,OUT017,2622.0484955210272
FDR03,OUT027,5589.96409078098
FDS49,OUT027,2232.1939403655383
FDD48,OUT010,381.550067003819
NCF18,OUT017,3095.8518807595374
NCD43,OUT027,2682.2344031827456
NCD54,OUT018,1770.3161335953223
FDY19,OUT010,359.6175867275556
NCY54,OUT017,2838.062312955346
NCL19,OUT018,2217.2353315649098
FDP23,OUT010,537.7552113503018
FDC26,OUT013,1836.5300592804726
FDR14,OUT010,148.81837007687878
NCS41,OUT035,3228.771303764206
FDF41,OUT035,3932.903619009645
FDU34,OUT046,1995.8974503231552
DRH11,OUT046,922.5697104545612
FDM03,OUT013,1648.5216038347514
FDS31,OUT017,3016.535703427384
FDJ20,OUT017,1957.0980732738496
FDV44,OUT027,5267.790185471013
FDG02,OUT049,3178.05796415374
FDA09,OUT013,2984.3520264967283
FDT04,OUT013,675.5149915269823
FDL58,OUT019,793.5576940295585
FDE52,OUT045,1413.3105323779055
FDW12,OUT035,2553.9248658594506
FDL51,OUT017,3452.812966252439
NCY42,OUT027,3327.6597785215777
FDR07,OUT017,1449.5568766988144
FDN40,OUT045,2425.177135701947
FDB35,OUT027,2395.3091631866546
FDA22,OUT017,2622.0484955210272
NCL06,OUT046,4056.8236756712126
FDI35,OUT013,2984.3520264967283
NCW42,OUT045,3590.5741513975454
NCX06,OUT049,2980.914863730458
FDC37,OUT027,2682.2344031827456
FDZ14,OUT018,1787.5804346210218
DRG49,OUT049,3933.3095898364663
NCG06,OUT045,3985.166777034792
DRC36,OUT045,2809.8631036838583
FDV21,OUT019,401.2598636544101
FDB53,OUT046,2472.191810750857
DRP47,OUT019,755.0557269881338
FDA14,OUT013,2486.3102787470434
DRC24,OUT035,2544.119499765427
FDW21,OUT018,1468.1762890264993
NCH29,OUT046,1558.5938749648756
FDU58,OUT013,3154.3936962740822
FDY27,OUT017,2995.520776307802
FDV56,OUT035,1719.9421820093985
FDT59,OUT046,3892.249605156019
FDB23,OUT046,3728.7902130697794
FDR49,OUT045,783.8274853539177
FDB03,OUT010,565.169919696176
FDN39,OUT045,2592.0295626477655
FDX02,OUT027,5815.912325262216
FDQ16,OUT027,2682.2344031827456
FDU35,OUT018,1435.279164948408
NCT29,OUT013,2055.81410743283
FDZ27,OUT046,800.5462818446807
FDN57,OUT017,2111.7960535209295
FDA03,OUT018,2196.445104867362
FDZ36,OUT045,3048.6134000602465
NCU05,OUT013,1317.5961180740012
FDT39,OUT018,2210.200550778521
FDK60,OUT017,1552.0928442608908
FDZ25,OUT017,2777.3483207833765
FDG12,OUT046,2043.7678341691676
DRB01,OUT019,504.7774851245454
NCC43,OUT027,5937.125752946821
FDX13,OUT019,841.9814805348354
FDM22,OUT049,881.9261841529438
FDJ03,OUT027,1341.7677883711158
FDU14,OUT018,3611.4274207302883
FDB33,OUT010,387.5473112984793
FDP27,OUT046,3124.3069593783785
FDO38,OUT010,217.844235010352
FDE28,OUT027,5899.662231631685
FDO27,OUT035,1556.496992741831
DRL23,OUT027,2664.1808156765646
FDS28,OUT046,906.8393773197176
FDX24,OUT013,1510.1058862915986
FDZ02,OUT035,1606.411769844377
FDL46,OUT045,1821.6720031567017
FDS60,OUT027,4817.980878849512
NCO06,OUT017,650.4602669201281
FDO16,OUT035,1440.738215085676
FDC60,OUT049,1400.6350980459306
FDA48,OUT018,3156.0795126607645
FDZ36,OUT027,5232.46173891177
FDK27,OUT045,1991.0081820060645
FDW23,OUT018,508.37930018392507
FDM14,OUT018,1629.4838810729943
FDM14,OUT013,1669.454714327515
FDW60,OUT018,2695.1737871132414
FDE21,OUT013,1930.6755300478103
NCM42,OUT035,1737.2599789192466
FDY59,OUT010,326.7023346132553
DRI49,OUT049,1359.043257767811
FDT28,OUT019,351.69009460280785
FDQ22,OUT018,485.53766797505483
FDR60,OUT049,1322.727531953811
FDC50,OUT019,342.60431135356373
FDV24,OUT013,2467.4493629868043
DRF48,OUT010,525.8554073509937
FDQ47,OUT046,644.3738453414165
DRN36,OUT049,1553.957675105952
NCY06,OUT035,2130.8165386129504
FDE52,OUT035,1469.374446258189
NCB54,OUT045,2004.141003187971
NCF31,OUT035,2537.9565969599334
FDJ08,OUT027,5251.821916571495
NCC07,OUT017,1698.0599870509902
NCD19,OUT027,1552.025433229611
FDL46,OUT049,1899.4087388885778
FDM20,OUT045,3821.8696635031934
NCI06,OUT010,380.9751327526664
DRM11,OUT035,4200.912466299731
NCH07,OUT018,2428.6791528801623
FDS23,OUT013,2101.9101518316843
FDO49,OUT018,622.5471783511663
FDS35,OUT049,1088.8222641715934
DRK39,OUT045,1339.0437991322183
DRI39,OUT049,930.7073648169444
FDV04,OUT017,2605.0459607179887
NCN14,OUT035,3148.4822270669706
FDH08,OUT013,3976.2381638337665
FDS20,OUT046,3124.3069593783785
FDV40,OUT049,1170.5224971721723
FDZ48,OUT010,353.5477766501836
FDS24,OUT027,2343.631731935534
FDK44,OUT049,2863.613118237128
FDS48,OUT045,2460.0063203617033
FDK26,OUT010,509.8871384514761
FDD23,OUT045,3059.9421708479254
NCH54,OUT017,2669.8910778910486
NCP14,OUT010,349.33506995261047
FDM60,OUT010,18.138240048140972
FDV24,OUT017,2475.290871419516
FDH08,OUT018,3393.4324235266818
FDS12,OUT027,3281.326942925104
FDR39,OUT027,4808.806119421176
FDP12,OUT027,1185.307277721646
DRF60,OUT027,5938.557246014404
FDC09,OUT035,1719.9421820093985
FDF50,OUT018,2950.185306390853
FDG28,OUT035,4031.75012207101
NCE19,OUT017,919.080353384303
NCM53,OUT010,349.120503942481
NCN18,OUT049,1864.709590377128
FDF32,OUT035,3321.5922204030376
FDF11,OUT013,4014.344597298126
DRI59,OUT049,3799.019443272838
NCG54,OUT035,2780.063889988264
FDM44,OUT046,1655.3362463313283
FDT57,OUT018,3450.39977275128
FDV24,OUT046,2453.3308949906177
FDI50,OUT019,650.5053045192782
FDS09,OUT035,804.3898324867508
NCC31,OUT027,3783.843496001545
FDQ07,OUT019,567.8820521861576
FDC22,OUT017,3146.2669358072767
FDZ56,OUT046,2726.406677744696
FDZ40,OUT019,181.40335553731487
FDS46,OUT027,2964.5817718294707
DRD24,OUT045,2141.199044941316
FDV45,OUT017,3205.438288964977
FDL26,OUT045,2415.3717696079234
FDA56,OUT018,1767.8782444904564
FDN27,OUT046,1777.6044460547866
FDM20,OUT049,3949.2778587359835
FDO16,OUT017,1428.2025300154276
FDL03,OUT035,3211.400723296795
FDE58,OUT046,1854.790604038619
FDI02,OUT027,2888.9030805044963
NCC55,OUT019,14.329101554503872
FDR03,OUT018,3065.5991261186027
FDB14,OUT017,1495.1318022918276
FDR45,OUT013,4031.0976699710136
NCN07,OUT017,2149.8610712729183
FDM51,OUT019,378.5726165127865
FDT52,OUT027,5988.387983843509
FDL26,OUT046,2443.525528896594
NCZ42,OUT046,3877.6573013967304
DRI47,OUT019,334.1212380541468
FDW40,OUT013,2167.503003326656
FDN34,OUT046,2726.406677744696
FDS01,OUT035,3028.51007133405
NCG55,OUT045,1883.4384611697064
FDC11,OUT035,1340.426390468345
FDX35,OUT018,3271.8462849053994
NCB06,OUT046,2601.9469000493295
FDR09,OUT019,793.5576940295585
FDC53,OUT017,1603.5950851384414
FDY45,OUT013,4210.264044245497
FDA22,OUT010,406.36479641685946
FDE02,OUT035,1564.4198768961353
FDW21,OUT045,1670.3484571055092
FDV34,OUT046,1166.3297481054622
FDS59,OUT049,1679.3466141699319
NCW17,OUT017,2094.3641499140626
NCK54,OUT046,1916.5570620516237
FDG17,OUT019,677.9278753670523
FDG35,OUT017,2745.2442615881027
FDD08,OUT010,-13.571227914803043
NCO07,OUT017,3623.086731651561
FDJ10,OUT010,371.8566480388798
FDW36,OUT017,1667.2911913710643
FDW21,OUT010,385.9985135802177
FDY19,OUT017,1938.8324232360421
DRE03,OUT013,795.1122662109141
NCC55,OUT049,715.9389903293986
FDH52,OUT010,174.09407651712885
FDO09,OUT017,4073.30007278886
FDU43,OUT045,3787.3868003152757
FDX09,OUT010,463.1984116520898
FDH40,OUT019,275.909648067171
FDW58,OUT017,1570.6417456491902
FDC47,OUT017,3842.1668392378524
NCR41,OUT035,1596.6064037503536
DRG49,OUT035,4020.421351283331
FDC52,OUT027,3783.843496001545
FDY13,OUT046,1155.9120958118745
FDY35,OUT013,687.5859477863726
FDI35,OUT017,3210.077787076815
NCU18,OUT049,2182.034401280911
FDY33,OUT018,2428.6791528801623
FDC15,OUT027,4084.4711514086957
FDU01,OUT049,3136.478599901123
NCU42,OUT046,2707.545761984457
NCV29,OUT018,2663.7066008582055
NCY30,OUT017,3140.801816268837
FDQ46,OUT049,1860.1943271601308
FDG58,OUT027,3762.9103855087815
FDK33,OUT017,3591.476890785647
NCD07,OUT045,1848.6092765099504
NCX29,OUT027,3762.9103855087815
NCT42,OUT013,2488.382473479568
DRN59,OUT035,820.6894567198186
FDI44,OUT035,1316.1087533406692
FDA45,OUT049,2789.478062087128
FDP31,OUT045,940.6270833634362
FDY01,OUT046,1857.1219845174355
FDT09,OUT018,1851.6961204097895
DRH03,OUT027,2513.366646134145
FDA36,OUT018,2876.189820546255
NCF31,OUT017,2509.2373796225447
FDG14,OUT049,2496.078472459709
FDG28,OUT027,5988.387983843509
FDU14,OUT049,4084.757025670497
FDY47,OUT019,399.6569921589891
FDI56,OUT049,1415.7126712237666
DRD01,OUT013,900.0324639210761
FDM22,OUT046,920.2450355617328
FDH33,OUT013,675.5149915269823
DRZ24,OUT013,1890.881503794808
NCQ38,OUT046,1655.3362463313283
FDO16,OUT027,2310.980843441989
FDU07,OUT027,3798.2388320680243
NCB07,OUT013,3088.0103723268257
FDU48,OUT045,2049.8325584528034
NCM43,OUT045,2606.7639444632146
FDR31,OUT010,282.8484440106879
DRK49,OUT018,498.05322124360754
NCI30,OUT010,552.1264604970174
DRD60,OUT017,3021.175201539222
NCG19,OUT046,3734.7971993897586
FDH12,OUT035,1671.6148686818572
FDM32,OUT035,1539.940379946005
FDM27,OUT035,2522.871004517144
NCU53,OUT027,4141.751711811973
NCQ18,OUT046,1607.8083114353012
FDS10,OUT013,2909.119199678869
FDB33,OUT027,4140.732708460702
FDI12,OUT013,1361.240497031429
NCW42,OUT013,3676.3495180301525
NCC06,OUT018,1767.5329171966714
FDW02,OUT017,2104.1695160080862
NCD43,OUT017,1707.8653531450136
FDM57,OUT018,1142.3740199445306
FDA58,OUT017,3861.4123569419726
FDK56,OUT046,3124.3069593783785
FDP52,OUT045,3765.2486357504336
FDW20,OUT018,1658.6272377014948
FDS52,OUT049,1694.7064459821777
NCT29,OUT018,1738.889580596296
NCL54,OUT013,2849.0817202828734
FDC05,OUT045,3067.4743158204856
FDF34,OUT035,3243.8472176240093
FDP03,OUT027,3199.4099163742917
FDD32,OUT010,261.37825011291613
FDZ10,OUT045,1993.1719987342394
FDZ40,OUT035,981.5308155570978
FDD51,OUT018,545.3768789535982
NCY30,OUT019,445.3372685360252
FDP58,OUT017,3485.554808507249
FDV49,OUT017,4160.817805062546
FDY24,OUT019,142.20098060830847
NCO55,OUT017,1656.363112267463
FDR13,OUT017,1948.6377893300655
FDS51,OUT017,1019.0435403931964
FDP26,OUT045,1637.436619587232
NCB54,OUT027,3259.666506231219
FDF32,OUT017,3194.109518177298
FDN31,OUT018,2841.269918660255
DRM48,OUT017,649.0873691552532
FDN20,OUT049,2726.3902618408747
DRL01,OUT046,3840.9421950685655
FDV56,OUT049,1683.98611228177
DRH13,OUT027,2664.1808156765646
FDA03,OUT017,2510.7607843162
FDF47,OUT027,5738.515343838072
FDX32,OUT046,2472.191810750857
FDX57,OUT049,1575.0763461633596
NCA30,OUT045,3033.7765018414684
FDO49,OUT013,812.079904893931
FDL04,OUT019,362.279004131861
DRM48,OUT035,661.6230542255018
FDR16,OUT013,3537.968145534613
NCC19,OUT018,2932.216745670328
NCE42,OUT045,3646.5145016176325
FDY24,OUT017,934.8106865191465
FDH19,OUT049,2833.2388186424387
FDJ46,OUT013,2826.8733656223744
FDN45,OUT010,522.0531258966727
FDY08,OUT035,2138.4708776017847
FDZ37,OUT035,1432.9307661051369
NCT30,OUT045,768.3405267706823
DRY23,OUT018,565.0179302347838
NCZ30,OUT018,1779.704379464307
FDC44,OUT018,1709.6981166242638
FDB45,OUT035,1601.437945547805
FDY04,OUT013,2649.36151522948
FDM27,OUT046,2622.8800105420933
FDZ43,OUT017,3948.1499536947126
FDT39,OUT019,372.6232050955715
NCC06,OUT019,476.9263950802144
FDL15,OUT027,3779.203997889707
FDL57,OUT017,4179.678720822785
FDU08,OUT046,1559.6166145029194
FDK40,OUT017,4160.817805062546
FDQ12,OUT010,639.8214419026925
FDS48,OUT017,2544.066564282301
FDP09,OUT045,3429.587280413425
FDW21,OUT049,1683.8419547137576
FDY25,OUT035,3073.8055478466554
DRE13,OUT017,1412.472196880584
FDV43,OUT019,14.329101554503872
FDD22,OUT045,1811.1389467030515
FDM46,OUT019,278.0154033949108
NCO30,OUT010,510.3081479541485
FDM25,OUT046,2832.8554091993356
NCN41,OUT049,2075.3103469803314
FDU24,OUT045,1490.4322278151246
FDZ50,OUT046,3143.1678751386175
FDP45,OUT013,4210.264044245497
NCM54,OUT045,2023.0019189482098
FDW10,OUT019,496.59072536658374
FDP20,OUT017,2089.7246518022243
FDK32,OUT046,2488.485423131782
FDN52,OUT049,1384.904764911087
FDM58,OUT045,1843.482184125855
FDZ46,OUT027,2872.48523322873
NCA18,OUT018,1613.388999388463
FDD35,OUT046,2062.628749929407
NCK31,OUT035,828.7235698323672
FDI40,OUT027,2661.301292689982
FDT50,OUT019,324.89152692953087
NCT06,OUT046,2639.882545345132
FDT31,OUT035,3211.400723296795
FDT45,OUT049,860.99307366018
FDT13,OUT045,3069.510684681189
FDO50,OUT045,1372.992711145987
NCU18,OUT010,390.7175637991189
NCR54,OUT049,3153.849180368534
NCO18,OUT018,2702.20856789963
FDU09,OUT045,909.4986327772968
FDT13,OUT018,2883.2246013326435
FDE09,OUT046,1843.3447017770495
NCK53,OUT019,362.279004131861
FDG45,OUT049,3606.5738772326545
DRH15,OUT035,712.1151827386176
FDO21,OUT019,682.4426556805465
FDD14,OUT027,5216.493470012253
FDC09,OUT046,1655.3362463313283
FDH45,OUT027,1206.961724924928
FDV32,OUT046,1054.233942973959
FDG12,OUT035,1977.3570066674547
FDS32,OUT013,2113.0378962304244
NCL55,OUT018,3644.7662700972164
DRE01,OUT035,3914.042703249406
DRE15,OUT049,1334.798488213201
NCL42,OUT045,3756.800835760208
FDP31,OUT013,942.1132051446805
FDN33,OUT018,1371.3329611311526
FDZ59,OUT046,2600.088519092129
FDE45,OUT010,425.68730945018876
FDJ07,OUT013,1911.8146142875714
FDQ45,OUT018,2864.3636855724044
FDM33,OUT027,5562.243697272843
FDO15,OUT010,165.94522175850946
FDM46,OUT013,1489.1727757988351
FDR03,OUT045,3477.134922500376
FDY49,OUT018,2463.1751758314135
FDQ60,OUT045,1862.541176548764
FDW10,OUT049,2705.8205772406386
FDO51,OUT049,720.119028149275
FDJ40,OUT018,1435.5796415118361
FDS20,OUT018,2860.9109699414403
FDU45,OUT013,1876.324085533475
FDV02,OUT035,2809.045556598046
FDN09,OUT046,3930.356038620378
NCM55,OUT027,5198.524909291727
FDN23,OUT018,2201.7829935543105
FDY31,OUT010,299.638386598537
FDW03,OUT010,385.9985135802177
FDD14,OUT046,2995.0478445035606
FDV23,OUT017,2034.6136876243545
DRI03,OUT045,2781.709785996644
FDN13,OUT035,1605.4457104409425
FDF45,OUT027,1766.7145081524143
FDU46,OUT035,1435.8209661479755
FDB57,OUT049,3757.4400790202208
FDV12,OUT049,1657.3912878785063
FDQ58,OUT013,2488.382473479568
NCA18,OUT017,1927.704678837302
FDH52,OUT049,1011.0745169338383
FDM24,OUT018,2219.628584238537
NCP43,OUT027,4806.8058276001675
NCO18,OUT019,512.8843377475094
FDM32,OUT017,1439.9993227853427
NCL07,OUT017,699.0021462577994
FDK03,OUT013,4210.264044245497
FDP59,OUT017,1582.8088113151691
FDQ24,OUT049,4136.06443575795
FDQ16,OUT018,1443.3300080923345
FDU44,OUT013,2616.065368045516
FDH28,OUT010,-0.20229639975093283
FDV28,OUT019,-6.567282211296938
FDM22,OUT045,917.9394494260657
FDR56,OUT046,3143.1678751386175
FDV39,OUT049,3168.8829331736733
FDU37,OUT019,232.37563296460695
FDQ11,OUT010,852.0937596934627
FDX02,OUT045,3674.50389490077
NCS42,OUT018,1282.05862468174
FDY57,OUT027,2492.4335356413812
FDB21,OUT049,3855.912608412323
FDE28,OUT017,3823.3059234776133
FDQ55,OUT017,1967.4987050903044
FDA48,OUT049,3715.3822387840137
FDZ19,OUT045,2765.7415170971267
NCC43,OUT045,3907.534954977374
